codigo;nome;uf;estado
4495;PICARRAS;SC;SANTA CATARINA
823;PICOS;PI;PIAUI
1379;PICUI;PB;PARAIBA
3683;PIEDADE;SP;SÃO PAULO
2822;PIEDADE DE CARATINGA;MG;MINAS GERAIS
2823;PIEDADE DE PONTE NOVA;MG;MINAS GERAIS
2824;PIEDADE DO RIO GRANDE;MG;MINAS GERAIS
2825;PIEDADE DOS GERAIS;MG;MINAS GERAIS
4166;PIEN;PR;PARANÁ
2118;PILAO ARCADO;BA;BAHIA
1719;PILAR;AL;ALAGOAS
1380;PILAR;PB;PARAIBA
5442;PILAR DE GOIAS;GO;GOIÁS
3684;PILAR DO SUL;SP;SÃO PAULO
1179;PILOES;RN;RIO GRANDE DO NORTE
1381;PILOES;PB;PARAIBA
1382;PILOEZINHOS;PB;PARAIBA
2826;PIMENTA;MG;MINAS GERAIS
16;PIMENTA BUENO;RO;RONDÔNIA
824;PIMENTEIRAS;PI;PIAUI
43;PIMENTEIRAS DO OESTE;RO;RONDÔNIA
2119;PINDAI;BA;BAHIA
3685;PINDAMONHANGABA;SP;SÃO PAULO
592;PINDARE MIRIM;MA;MARANHÃO
1720;PINDOBA;AL;ALAGOAS
2120;PINDOBACU;BA;BAHIA
3686;PINDORAMA;SP;SÃO PAULO
408;PINDORAMA DO TOCANTINS;TO;TOCANTIS
1028;PINDORETAMA;CE;CEARA
2827;PINGO D'AGUA;MG;MINAS GERAIS
4167;PINHAIS;PR;PARANÁ
4887;PINHAL;RS;RIO GRANDE DO SUL
4169;PINHAL DE SAO BENTO;PR;PARANÁ
4888;PINHAL GRANDE;RS;RIO GRANDE DO SUL
4168;PINHALAO;PR;PARANÁ
4496;PINHALZINHO;SC;SANTA CATARINA
3687;PINHALZINHO;SP;SÃO PAULO
1797;PINHAO;SE;SERGIPE
4170;PINHAO;PR;PARANÁ
3221;PINHEIRAL;RJ;RIO DE JANEIRO
4889;PINHEIRINHO DO VALE;RS;RIO GRANDE DO SUL
593;PINHEIRO;MA;MARANHÃO
4890;PINHEIRO MACHADO;RS;RIO GRANDE DO SUL
4497;PINHEIRO PRETO;SC;SANTA CATARINA
3144;PINHEIROS;ES;ESPÍRITO SANTO
2121;PINTADAS;BA;BAHIA
2828;PINTOPOLIS;MG;MINAS GERAIS
825;PIO IX;PI;PIAUI
594;PIO XII;MA;MARANHÃO
3688;PIQUEROBI;SP;SÃO PAULO
1029;PIQUET CARNEIRO;CE;CEARA
3689;PIQUETE;SP;SÃO PAULO
3690;PIRACAIA;SP;SÃO PAULO
5443;PIRACANJUBA;GO;GOIÁS
2829;PIRACEMA;MG;MINAS GERAIS
3691;PIRACICABA;SP;SÃO PAULO
826;PIRACURUCA;PI;PIAUI
3222;PIRAI;RJ;RIO DE JANEIRO
2122;PIRAI DO NORTE;BA;BAHIA
4171;PIRAI DO SUL;PR;PARANÁ
3692;PIRAJU;SP;SÃO PAULO
2830;PIRAJUBA;MG;MINAS GERAIS
3693;PIRAJUI;SP;SÃO PAULO
1798;PIRAMBU;SE;SERGIPE
2831;PIRANGA;MG;MINAS GERAIS
3694;PIRANGI;SP;SÃO PAULO
2832;PIRANGUCU;MG;MINAS GERAIS
2833;PIRANGUINHO;MG;MINAS GERAIS
5444;PIRANHAS;GO;GOIÁS
1721;PIRANHAS;AL;ALAGOAS
595;PIRAPEMAS;MA;MARANHÃO
2834;PIRAPETINGA;MG;MINAS GERAIS
4891;PIRAPO;RS;RIO GRANDE DO SUL
2835;PIRAPORA;MG;MINAS GERAIS
3695;PIRAPORA DO BOM JESUS;SP;SÃO PAULO
3696;PIRAPOZINHO;SP;SÃO PAULO
4172;PIRAQUARA;PR;PARANÁ
409;PIRAQUE;TO;TOCANTIS
3697;PIRASSUNUNGA;SP;SÃO PAULO
4892;PIRATINI;RS;RIO GRANDE DO SUL
3698;PIRATININGA;SP;SÃO PAULO
4498;PIRATUBA;SC;SANTA CATARINA
2836;PIRAUBA;MG;MINAS GERAIS
5445;PIRENOPOLIS;GO;GOIÁS
5446;PIRES DO RIO;GO;GOIÁS
1030;PIRES FERREIRA;CE;CEARA
2123;PIRIPA;BA;BAHIA
827;PIRIPIRI;PI;PIAUI
2124;PIRITIBA;BA;BAHIA
1383;PIRPIRITUBA;PB;PARAIBA
4173;PITANGA;PR;PARANÁ
3699;PITANGUEIRAS;SP;SÃO PAULO
4174;PITANGUEIRAS;PR;PARANÁ
2837;PITANGUI;MG;MINAS GERAIS
1384;PITIMBU;PB;PARAIBA
2838;PIUI;MG;MINAS GERAIS
410;PIUM;TO;TOCANTIS
3145;PIUMA;ES;ESPÍRITO SANTO
244;PLACAS;PA;PARA
65;PLACIDO DE CASTRO;AC;ACRE
5447;PLANALTINA;GO;GOIÁS
4175;PLANALTINA DO PARANA;PR;PARANÁ
2125;PLANALTINO;BA;BAHIA
2126;PLANALTO;BA;BAHIA
4176;PLANALTO;PR;PARANÁ
4893;PLANALTO;RS;RIO GRANDE DO SUL
3700;PLANALTO;SP;SÃO PAULO
4499;PLANALTO ALEGRE;SC;SANTA CATARINA
5219;PLANALTO DA SERRA;MT;MATO GROSSO
2839;PLANURA;MG;MINAS GERAIS
3701;PLATINA;SP;SÃO PAULO
3702;POA;SP;SÃO PAULO
1587;POCAO;PE;PERNAMBUCO
596;POCAO DE PEDRAS;MA;MARANHÃO
1385;POCINHOS;PB;PARAIBA
1180;POCO BRANCO;RN;RIO GRANDE DO NORTE
1386;POCO DANTAS;PB;PARAIBA
4894;POCO DAS ANTAS;RS;RIO GRANDE DO SUL
1722;POCO DAS TRINCHEIRAS;AL;ALAGOAS
1387;POCO DE JOSE DE MOURA;PB;PARAIBA
2840;POCO FUNDO;MG;MINAS GERAIS
1799;POCO REDONDO;SE;SERGIPE
1800;POCO VERDE;SE;SERGIPE
2127;POCOES;BA;BAHIA
5220;POCONE;MT;MATO GROSSO
2841;POCOS DE CALDAS;MG;MINAS GERAIS
2842;POCRANE;MG;MINAS GERAIS
2128;POJUCA;BA;BAHIA
3703;POLONI;SP;SÃO PAULO
1388;POMBAL;PB;PARAIBA
1588;POMBOS;PE;PERNAMBUCO
4500;POMERODE;SC;SANTA CATARINA
3704;POMPEIA;SP;SÃO PAULO
2843;POMPEU;MG;MINAS GERAIS
3705;PONGAI;SP;SÃO PAULO
245;PONTA DE PEDRAS;PA;PARA
4177;PONTA GROSSA;PR;PARANÁ
5121;PONTA PORA;MS;MATO GROSSO DO SUL
3706;PONTAL;SP;SÃO PAULO
5221;PONTAL DO ARAGUAIA;MT;MATO GROSSO
4178;PONTAL DO PARANA;PR;PARANÁ
5448;PONTALINA;GO;GOIÁS
3707;PONTALINDA;SP;SÃO PAULO
4895;PONTAO;RS;RIO GRANDE DO SUL
4501;PONTE ALTA;SC;SANTA CATARINA
411;PONTE ALTA DO BOM JESUS;TO;TOCANTIS
4502;PONTE ALTA DO NORTE;SC;SANTA CATARINA
412;PONTE ALTA DO TOCANTINS;TO;TOCANTIS
5222;PONTE BRANCA;MT;MATO GROSSO
2844;PONTE NOVA;MG;MINAS GERAIS
4896;PONTE PRETA;RS;RIO GRANDE DO SUL
4503;PONTE SERRADA;SC;SANTA CATARINA
5223;PONTES E LACERDA;MT;MATO GROSSO
3708;PONTES GESTAL;SP;SÃO PAULO
3146;PONTO BELO;ES;ESPÍRITO SANTO
2845;PONTO CHIQUE;MG;MINAS GERAIS
2846;PONTO DOS VOLANTES;MG;MINAS GERAIS
2129;PONTO NOVO;BA;BAHIA
3709;POPULINA;SP;SÃO PAULO
1031;PORANGA;CE;CEARA
3710;PORANGABA;SP;SÃO PAULO
5449;PORANGATU;GO;GOIÁS
3223;PORCIUNCULA;RJ;RIO DE JANEIRO
4179;PORECATU;PR;PARANÁ
1181;PORTALEGRE;RN;RIO GRANDE DO NORTE
4897;PORTAO;RS;RIO GRANDE DO SUL
5450;PORTEIRAO;GO;GOIÁS
1032;PORTEIRAS;CE;CEARA
2847;PORTEIRINHA;MG;MINAS GERAIS
246;PORTEL;PA;PARA
5451;PORTELANDIA;GO;GOIÁS
828;PORTO;PI;PIAUI
74;PORTO ACRE;AC;ACRE
4898;PORTO ALEGRE;RS;RIO GRANDE DO SUL
5224;PORTO ALEGRE DO NORTE;MT;MATO GROSSO
829;PORTO ALEGRE DO PIAUI;PI;PIAUI
413;PORTO ALEGRE DO TOCANTINS;TO;TOCANTIS
4180;PORTO AMAZONAS;PR;PARANÁ
4181;PORTO BARREIRO;PR;PARANÁ
4504;PORTO BELO;SC;SANTA CATARINA
1723;PORTO CALVO;AL;ALAGOAS
1801;PORTO DA FOLHA;SE;SERGIPE
247;PORTO DE MOZ;PA;PARA
1724;PORTO DE PEDRAS;AL;ALAGOAS
1182;PORTO DO MANGUE;RN;RIO GRANDE DO NORTE
5225;PORTO DOS GAUCHOS;MT;MATO GROSSO
5226;PORTO ESPERIDIAO;MT;MATO GROSSO
5227;PORTO ESTRELA;MT;MATO GROSSO
3711;PORTO FELIZ;SP;SÃO PAULO
3712;PORTO FERREIRA;SP;SÃO PAULO
2848;PORTO FIRME;MG;MINAS GERAIS
597;PORTO FRANCO;MA;MARANHÃO
306;PORTO GRANDE;AP;AMAPÁ
4899;PORTO LUCENA;RS;RIO GRANDE DO SUL
4900;PORTO MAUA;RS;RIO GRANDE DO SUL
5122;PORTO MURTINHO;MS;MATO GROSSO DO SUL
414;PORTO NACIONAL;TO;TOCANTIS
3224;PORTO REAL;RJ;RIO DE JANEIRO
1725;PORTO REAL DO COLEGIO;AL;ALAGOAS
4182;PORTO RICO;PR;PARANÁ
598;PORTO RICO DO MARANHAO;MA;MARANHÃO
2130;PORTO SEGURO;BA;BAHIA
4505;PORTO UNIAO;SC;SANTA CATARINA
17;PORTO VELHO;RO;RONDÔNIA
4901;PORTO VERA CRUZ;RS;RIO GRANDE DO SUL
4183;PORTO VITORIA;PR;PARANÁ
66;PORTO WALTER;AC;ACRE
4902;PORTO XAVIER;RS;RIO GRANDE DO SUL
5452;POSSE;GO;GOIÁS
2849;POTE;MG;MINAS GERAIS
1033;POTENGI;CE;CEARA
3713;POTIM;SP;SÃO PAULO
2131;POTIRAGUA;BA;BAHIA
3714;POTIRENDABA;SP;SÃO PAULO
1034;POTIRETAMA;CE;CEARA
2850;POUSO ALEGRE;MG;MINAS GERAIS
2851;POUSO ALTO;MG;MINAS GERAIS
4903;POUSO NOVO;RS;RIO GRANDE DO SUL
4506;POUSO REDONDO;SC;SANTA CATARINA
5228;POXOREO;MT;MATO GROSSO
3715;PRACINHA;SP;SÃO PAULO
307;PRACUUBA;AP;AMAPÁ
2132;PRADO;BA;BAHIA
4184;PRADO FERREIRA;PR;PARANÁ
3716;PRADOPOLIS;SP;SÃO PAULO
2852;PRADOS;MG;MINAS GERAIS
4507;PRAIA GRANDE;SC;SANTA CATARINA
3717;PRAIA GRANDE;SP;SÃO PAULO
415;PRAIA NORTE;TO;TOCANTIS
248;PRAINHA;PA;PARA
4185;PRANCHITA;PR;PARANÁ
1389;PRATA;PB;PARAIBA
2853;PRATA;MG;MINAS GERAIS
830;PRATA DO PIAUI;PI;PIAUI
3718;PRATANIA;SP;SÃO PAULO
2854;PRATAPOLIS;MG;MINAS GERAIS
2855;PRATINHA;MG;MINAS GERAIS
3719;PRESIDENTE ALVES;SP;SÃO PAULO
2856;PRESIDENTE BERNARDES;MG;MINAS GERAIS
3720;PRESIDENTE BERNARDES;SP;SÃO PAULO
4186;PRESIDENTE CASTELO BRANCO;PR;PARANÁ
4508;PRESIDENTE CASTELO BRANCO;SC;SANTA CATARINA
2133;PRESIDENTE DUTRA;BA;BAHIA
599;PRESIDENTE DUTRA;MA;MARANHÃO
3721;PRESIDENTE EPITACIO;SP;SÃO PAULO
122;PRESIDENTE FIGUEIREDO;AM;AMAZONAS
4509;PRESIDENTE GETULIO;SC;SANTA CATARINA
2134;PRESIDENTE JANIO QUADROS;BA;BAHIA
1183;PRESIDENTE JUSCELINO;RN;RIO GRANDE DO NORTE
600;PRESIDENTE JUSCELINO;MA;MARANHÃO
2857;PRESIDENTE JUSCELINO;MG;MINAS GERAIS
416;PRESIDENTE KENNEDY;TO;TOCANTIS
3147;PRESIDENTE KENNEDY;ES;ESPÍRITO SANTO
2858;PRESIDENTE KUBITSCHEK;MG;MINAS GERAIS
4904;PRESIDENTE LUCENA;RS;RIO GRANDE DO SUL
601;PRESIDENTE MEDICI;MA;MARANHÃO
18;PRESIDENTE MEDICI;RO;RONDÔNIA
4510;PRESIDENTE NEREU;SC;SANTA CATARINA
2859;PRESIDENTE OLEGARIO;MG;MINAS GERAIS
3722;PRESIDENTE PRUDENTE;SP;SÃO PAULO
602;PRESIDENTE SARNEY;MA;MARANHÃO
2135;PRESIDENTE TANCREDO NEVES;BA;BAHIA
603;PRESIDENTE VARGAS;MA;MARANHÃO
3723;PRESIDENTE VENCESLAU;SP;SÃO PAULO
249;PRIMAVERA;PA;PARA
1589;PRIMAVERA;PE;PERNAMBUCO
44;PRIMAVERA DE RONDONIA;RO;RONDÔNIA
5229;PRIMAVERA DO LESTE;MT;MATO GROSSO
604;PRIMEIRA CRUZ;MA;MARANHÃO
4187;PRIMEIRO DE MAIO;PR;PARANÁ
4511;PRINCESA;SC;SANTA CATARINA
1390;PRINCESA ISABEL;PB;PARAIBA
5453;PROFESSOR JAMIL;GO;GOIÁS
4905;PROGRESSO;RS;RIO GRANDE DO SUL
3724;PROMISSAO;SP;SÃO PAULO
1802;PROPRIA;SE;SERGIPE
4906;PROTASIO ALVES;RS;RIO GRANDE DO SUL
2861;PRUDENTE DE MORAIS;MG;MINAS GERAIS
4188;PRUDENTOPOLIS;PR;PARANÁ
417;PUGMIL;TO;TOCANTIS
1184;PUREZA;RN;RIO GRANDE DO NORTE
4907;PUTINGA;RS;RIO GRANDE DO SUL
1391;PUXINANA;PB;PARAIBA
3725;QUADRA;SP;SÃO PAULO
4908;QUARAI;RS;RIO GRANDE DO SUL
2862;QUARTEL GERAL;MG;MINAS GERAIS
4189;QUARTO CENTENARIO;PR;PARANÁ
3726;QUATA;SP;SÃO PAULO
4190;QUATIGUA;PR;PARANÁ
250;QUATIPURU;PA;PARA
3225;QUATIS;RJ;RIO DE JANEIRO
4191;QUATRO BARRAS;PR;PARANÁ
4192;QUATRO PONTES;PR;PARANÁ
1726;QUEBRANGULO;AL;ALAGOAS
4193;QUEDAS DO IGUACU;PR;PARANÁ
831;QUEIMADA NOVA;PI;PIAUI
1392;QUEIMADAS;PB;PARAIBA
2136;QUEIMADAS;BA;BAHIA
3226;QUEIMADOS;RJ;RIO DE JANEIRO
3727;QUEIROZ;SP;SÃO PAULO
3728;QUELUZ;SP;SÃO PAULO
2863;QUELUZITA;MG;MINAS GERAIS
5230;QUERENCIA;MT;MATO GROSSO
4194;QUERENCIA DO NORTE;PR;PARANÁ
4909;QUEVEDOS;RS;RIO GRANDE DO SUL
2137;QUIJINGUE;BA;BAHIA
4512;QUILOMBO;SC;SANTA CATARINA
4195;QUINTA DO SOL;PR;PARANÁ
3729;QUINTANA;SP;SÃO PAULO
4910;QUINZE DE NOVEMBRO;RS;RIO GRANDE DO SUL
1590;QUIPAPA;PE;PERNAMBUCO
5454;QUIRINOPOLIS;GO;GOIÁS
3227;QUISSAMA;RJ;RIO DE JANEIRO
4196;QUITANDINHA;PR;PARANÁ
1035;QUITERIANOPOLIS;CE;CEARA
1591;QUIXABA;PE;PERNAMBUCO
1393;QUIXABA;PB;PARAIBA
2138;QUIXABEIRA;BA;BAHIA
1036;QUIXADA;CE;CEARA
1037;QUIXELO;CE;CEARA
1038;QUIXERAMOBIM;CE;CEARA
1039;QUIXERE;CE;CEARA
1185;RAFAEL FERNANDES;RN;RIO GRANDE DO NORTE
1186;RAFAEL GODEIRO;RN;RIO GRANDE DO NORTE
2139;RAFAEL JAMBEIRO;BA;BAHIA
3730;RAFARD;SP;SÃO PAULO
4197;RAMILANDIA;PR;PARANÁ
3731;RANCHARIA;SP;SÃO PAULO
4198;RANCHO ALEGRE;PR;PARANÁ
4199;RANCHO ALEGRE D'OESTE;PR;PARANÁ
4513;RANCHO QUEIMADO;SC;SANTA CATARINA
605;RAPOSA;MA;MARANHÃO
2864;RAPOSOS;MG;MINAS GERAIS
4558;RAUDADES;SC;SANTA CATARINA
2865;RAUL SOARES;MG;MINAS GERAIS
4200;REALEZA;PR;PARANÁ
4201;REBOUCAS;PR;PARANÁ
1592;RECIFE;PE;PERNAMBUCO
2866;RECREIO;MG;MINAS GERAIS
418;RECURSOLANDIA;TO;TOCANTIS
1040;REDENCAO;CE;CEARA
251;REDENCAO;PA;PARA
3732;REDENCAO DA SERRA;SP;SÃO PAULO
832;REDENCAO DO GURGUEIA;PI;PIAUI
4911;REDENTORA;RS;RIO GRANDE DO SUL
2867;REDUTO;MG;MINAS GERAIS
833;REGENERACAO;PI;PIAUI
3733;REGENTE FEIJO;SP;SÃO PAULO
3734;REGINOPOLIS;SP;SÃO PAULO
3735;REGISTRO;SP;SÃO PAULO
4912;RELVADO;RS;RIO GRANDE DO SUL
2140;REMANSO;BA;BAHIA
1394;REMIGIO;PB;PARAIBA
4202;RENASCENCA;PR;PARANÁ
1041;RERIUTABA;CE;CEARA
3228;RESENDE;RJ;RIO DE JANEIRO
2868;RESENDE COSTA;MG;MINAS GERAIS
4203;RESERVA;PR;PARANÁ
5232;RESERVA DO CABACAL;MT;MATO GROSSO
4204;RESERVA DO IGUACU;PR;PARANÁ
2869;RESPLENDOR;MG;MINAS GERAIS
2870;RESSAQUINHA;MG;MINAS GERAIS
3736;RESTINGA;SP;SÃO PAULO
4913;RESTINGA SECA;RS;RIO GRANDE DO SUL
2141;RETIROLANDIA;BA;BAHIA
1396;RIACHAO;PB;PARAIBA
606;RIACHAO;MA;MARANHÃO
2142;RIACHAO DAS NEVES;BA;BAHIA
1803;RIACHAO DO DANTAS;SE;SERGIPE
2143;RIACHAO DO JACUIPE;BA;BAHIA
1398;RIACHAO DO POCO;PB;PARAIBA
2871;RIACHINHO;MG;MINAS GERAIS
419;RIACHINHO;TO;TOCANTIS
1187;RIACHO DA CRUZ;RN;RIO GRANDE DO NORTE
1593;RIACHO DAS ALMAS;PE;PERNAMBUCO
2144;RIACHO DE SANTANA;BA;BAHIA
1188;RIACHO DE SANTANA;RN;RIO GRANDE DO NORTE
1399;RIACHO DE SANTO ANTONIO;PB;PARAIBA
1400;RIACHO DOS CAVALOS;PB;PARAIBA
2872;RIACHO DOS MACHADOS;MG;MINAS GERAIS
834;RIACHO FRIO;PI;PIAUI
1804;RIACHUELO;SE;SERGIPE
1189;RIACHUELO;RN;RIO GRANDE DO NORTE
5455;RIALMA;GO;GOIÁS
5456;RIANAPOLIS;GO;GOIÁS
607;RIBAMAR FIQUENE;MA;MARANHÃO
5123;RIBAS DO RIO PARDO;MS;MATO GROSSO DO SUL
3737;RIBEIRA;SP;SÃO PAULO
2145;RIBEIRA DO AMPARO;BA;BAHIA
835;RIBEIRA DO PIAUI;PI;PIAUI
2146;RIBEIRA DO POMBAL;BA;BAHIA
1594;RIBEIRAO;PE;PERNAMBUCO
3738;RIBEIRAO BONITO;SP;SÃO PAULO
3739;RIBEIRAO BRANCO;SP;SÃO PAULO
5233;RIBEIRAO CASCALHEIRA;MT;MATO GROSSO
4205;RIBEIRAO CLARO;PR;PARANÁ
3740;RIBEIRAO CORRENTE;SP;SÃO PAULO
2873;RIBEIRAO DAS NEVES;MG;MINAS GERAIS
2147;RIBEIRAO DO LARGO;BA;BAHIA
4206;RIBEIRAO DO PINHAL;PR;PARANÁ
3741;RIBEIRAO DO SUL;SP;SÃO PAULO
3742;RIBEIRAO DOS INDIOS;SP;SÃO PAULO
3743;RIBEIRAO GRANDE;SP;SÃO PAULO
3744;RIBEIRAO PIRES;SP;SÃO PAULO
3745;RIBEIRAO PRETO;SP;SÃO PAULO
2874;RIBEIRAO VERMELHO;MG;MINAS GERAIS
5234;RIBEIRAOZINHO;MT;MATO GROSSO
836;RIBEIRO GONCALVES;PI;PIAUI
1805;RIBEIROPOLIS;SE;SERGIPE
3747;RIFAINA;SP;SÃO PAULO
3748;RINCAO;SP;SÃO PAULO
3749;RINOPOLIS;SP;SÃO PAULO
2875;RIO ACIMA;MG;MINAS GERAIS
4207;RIO AZUL;PR;PARANÁ
3148;RIO BANANAL;ES;ESPÍRITO SANTO
4208;RIO BOM;PR;PARANÁ
3229;RIO BONITO;RJ;RIO DE JANEIRO
4209;RIO BONITO DO IGUACU;PR;PARANÁ
5235;RIO BRANCO;MT;MATO GROSSO
67;RIO BRANCO;AC;ACRE
4210;RIO BRANCO DO IVAI;PR;PARANÁ
4211;RIO BRANCO DO SUL;PR;PARANÁ
5124;RIO BRILHANTE;MS;MATO GROSSO DO SUL
2876;RIO CASCA;MG;MINAS GERAIS
3750;RIO CLARO;SP;SÃO PAULO
3230;RIO CLARO;RJ;RIO DE JANEIRO
19;RIO CRESPO;RO;RONDÔNIA
420;RIO DA CONCEICAO;TO;TOCANTIS
4514;RIO DAS ANTAS;SC;SANTA CATARINA
3231;RIO DAS FLORES;RJ;RIO DE JANEIRO
3232;RIO DAS OSTRAS;RJ;RIO DE JANEIRO
3751;RIO DAS PEDRAS;SP;SÃO PAULO
2148;RIO DE CONTAS;BA;BAHIA
3233;RIO DE JANEIRO;RJ;RIO DE JANEIRO
2149;RIO DO ANTONIO;BA;BAHIA
4515;RIO DO CAMPO;SC;SANTA CATARINA
1168;RIO DO FOGO;RN;RIO GRANDE DO NORTE
4516;RIO DO OESTE;SC;SANTA CATARINA
2150;RIO DO PIRES;BA;BAHIA
2878;RIO DO PRADO;MG;MINAS GERAIS
4518;RIO DO SUL;SC;SANTA CATARINA
2877;RIO DOCE;MG;MINAS GERAIS
421;RIO DOS BOIS;TO;TOCANTIS
4517;RIO DOS CEDROS;SC;SANTA CATARINA
4914;RIO DOS INDIOS;RS;RIO GRANDE DO SUL
2879;RIO ESPERA;MG;MINAS GERAIS
1595;RIO FORMOSO;PE;PERNAMBUCO
4519;RIO FORTUNA;SC;SANTA CATARINA
4915;RIO GRANDE;RS;RIO GRANDE DO SUL
3752;RIO GRANDE DA SERRA;SP;SÃO PAULO
837;RIO GRANDE DO PIAUI;PI;PIAUI
1727;RIO LARGO;AL;ALAGOAS
2880;RIO MANSO;MG;MINAS GERAIS
252;RIO MARIA;PA;PARA
4520;RIO NEGRINHO;SC;SANTA CATARINA
4212;RIO NEGRO;PR;PARANÁ
5125;RIO NEGRO;MS;MATO GROSSO DO SUL
2881;RIO NOVO;MG;MINAS GERAIS
3149;RIO NOVO DO SUL;ES;ESPÍRITO SANTO
2882;RIO PARANAIBA;MG;MINAS GERAIS
4916;RIO PARDO;RS;RIO GRANDE DO SUL
2883;RIO PARDO DE MINAS;MG;MINAS GERAIS
2884;RIO PIRACICABA;MG;MINAS GERAIS
2885;RIO POMBA;MG;MINAS GERAIS
2886;RIO PRETO;MG;MINAS GERAIS
123;RIO PRETO DA EVA;AM;AMAZONAS
5457;RIO QUENTE;GO;GOIÁS
2151;RIO REAL;BA;BAHIA
4521;RIO RUFINO;SC;SANTA CATARINA
422;RIO SONO;TO;TOCANTIS
1401;RIO TINTO;PB;PARAIBA
5458;RIO VERDE;GO;GOIÁS
5126;RIO VERDE DE MATO GROSSO;MS;MATO GROSSO DO SUL
2887;RIO VERMELHO;MG;MINAS GERAIS
3753;RIOLANDIA;SP;SÃO PAULO
4917;RIOZINHO;RS;RIO GRANDE DO SUL
4522;RIQUEZA;SC;SANTA CATARINA
2888;RITAPOLIS;MG;MINAS GERAIS
3746;RIVERSUL;SP;SÃO PAULO
4918;ROCA SALES;RS;RIO GRANDE DO SUL
5127;ROCHEDO;MS;MATO GROSSO DO SUL
2889;ROCHEDO DE MINAS;MG;MINAS GERAIS
4523;RODEIO;SC;SANTA CATARINA
4919;RODEIO BONITO;RS;RIO GRANDE DO SUL
2890;RODEIRO;MG;MINAS GERAIS
2152;RODELAS;BA;BAHIA
1190;RODOLFO FERNANDES;RN;RIO GRANDE DO NORTE
68;RODRIGUES ALVES;AC;ACRE
4213;ROLANDIA;PR;PARANÁ
4920;ROLANTE;RS;RIO GRANDE DO SUL
20;ROLIM DE MOURA;RO;RONDÔNIA
2891;ROMARIA;MG;MINAS GERAIS
4524;ROMELANDIA;SC;SANTA CATARINA
4214;RONCADOR;PR;PARANÁ
4921;RONDA ALTA;RS;RIO GRANDE DO SUL
4922;RONDINHA;RS;RIO GRANDE DO SUL
4215;RONDON;PR;PARANÁ
253;RONDON DO PARA;PA;PARA
5242;RONDONOPOLIS;MT;MATO GROSSO
4923;ROQUE GONZALES;RS;RIO GRANDE DO SUL
148;RORAINOPOLIS;RR;RORAIMA
3754;ROSANA;SP;SÃO PAULO
608;ROSARIO;MA;MARANHÃO
2892;ROSARIO DA LIMEIRA;MG;MINAS GERAIS
1806;ROSARIO DO CATETE;SE;SERGIPE
4216;ROSARIO DO IVAI;PR;PARANÁ
4924;ROSARIO DO SUL;RS;RIO GRANDE DO SUL
5243;ROSARIO OESTE;MT;MATO GROSSO
3755;ROSEIRA;SP;SÃO PAULO
1728;ROTEIRO;AL;ALAGOAS
2893;RUBELITA;MG;MINAS GERAIS
3756;RUBIACEA;SP;SÃO PAULO
5459;RUBIATABA;GO;GOIÁS
2894;RUBIM;MG;MINAS GERAIS
3757;RUBINEIA;SP;SÃO PAULO
254;RUROPOLIS;PA;PARA
1042;RUSSAS;CE;CEARA
1192;RUY BARBOSA;RN;RIO GRANDE DO NORTE
2153;RUY BARBOSA;BA;BAHIA
2895;SABARA;MG;MINAS GERAIS
4217;SABAUDIA;PR;PARANÁ
3758;SABINO;SP;SÃO PAULO
2896;SABINOPOLIS;MG;MINAS GERAIS
1043;SABOEIRO;CE;CEARA
2897;SACRAMENTO;MG;MINAS GERAIS
4925;SAGRADA FAMILIA;RS;RIO GRANDE DO SUL
3759;SAGRES;SP;SÃO PAULO
1596;SAIRE;PE;PERNAMBUCO
4926;SALDANHA MARINHO;RS;RIO GRANDE DO SUL
3760;SALES;SP;SÃO PAULO
3761;SALES OLIVEIRA;SP;SÃO PAULO
3762;SALESOPOLIS;SP;SÃO PAULO
4525;SALETE;SC;SANTA CATARINA
1402;SALGADINHO;PB;PARAIBA
1597;SALGADINHO;PE;PERNAMBUCO
1807;SALGADO;SE;SERGIPE
1403;SALGADO DE SAO FELIX;PB;PARAIBA
4218;SALGADO FILHO;PR;PARANÁ
1598;SALGUEIRO;PE;PERNAMBUCO
2898;SALINAS;MG;MINAS GERAIS
2154;SALINAS DA MARGARIDA;BA;BAHIA
255;SALINOPOLIS;PA;PARA
1044;SALITRE;CE;CEARA
3763;SALMOURAO;SP;SÃO PAULO
1599;SALOA;PE;PERNAMBUCO
3764;SALTINHO;SP;SÃO PAULO
4526;SALTINHO;SC;SANTA CATARINA
3765;SALTO;SP;SÃO PAULO
2899;SALTO DA DIVISA;MG;MINAS GERAIS
3766;SALTO DE PIRAPORA;SP;SÃO PAULO
5244;SALTO DO CEU;MT;MATO GROSSO
4219;SALTO DO ITARARE;PR;PARANÁ
4927;SALTO DO JACUI;RS;RIO GRANDE DO SUL
4220;SALTO DO LONTRA;PR;PARANÁ
3767;SALTO GRANDE;SP;SÃO PAULO
4527;SALTO VELOSO;SC;SANTA CATARINA
2155;SALVADOR;BA;BAHIA
4928;SALVADOR DAS MISSOES;RS;RIO GRANDE DO SUL
4929;SALVADOR DO SUL;RS;RIO GRANDE DO SUL
256;SALVATERRA;PA;PARA
609;SAMBAIBA;MA;MARANHÃO
423;SAMPAIO;TO;TOCANTIS
4930;SANANDUVA;RS;RIO GRANDE DO SUL
5460;SANCLERLANDIA;GO;GOIÁS
424;SANDOLANDIA;TO;TOCANTIS
